Time	Thermocouple1	Thermocouple2	Thermocouple3	Thermocouple4	Thermocouple5	Thermocouple6	Thermocouple7	Thermocouple8	Thermocouple9	Thermocouple10	Thermocouple11	Thermocouple12	Thermocouple13	Thermocouple14
seconds	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius
312.63126	40.70248	39.33897	36.98398	35.93568	35.35009	34.06249	31.31347	29.37481	28.27742	26.55975	25.14304	24.32825	22.99595	22.04169
315.13051	40.75547	39.39298	37.10605	36.08284	35.50798	34.24546	31.50718	29.56596	28.4502	26.73253	25.28279	24.45699	23.09533	22.10436
317.63076	40.76291	39.46145	37.22826	36.22653	35.66243	34.43214	31.70102	29.78293	28.63783	26.90548	25.42637	24.59323	23.19854	22.18188
320.13101	40.79848	39.51562	37.33616	36.36308	35.80972	34.58302	31.88772	29.96689	28.82913	27.06742	25.58464	24.72948	23.29808	22.2484
322.63126	40.81281	39.56247	37.42599	36.47083	35.92105	34.71584	32.05278	30.14703	29.00193	27.22553	25.72808	24.8619	23.39748	22.32944
325.13151	40.82737	39.60955	37.50888	36.57521	36.03261	34.84172	32.20374	30.31231	29.16654	27.38754	25.8644	24.98354	23.50443	22.40336
327.63176	40.85576	39.64565	37.58797	36.65789	36.13318	34.95663	32.3473	30.47378	29.32444	27.54933	26.0115	25.11596	23.60382	22.47706
330.13201	40.8597	39.67475	37.64573	36.7407	36.21959	35.06452	32.48027	30.61392	29.48249	27.69658	26.15875	25.25955	23.72539	22.55458
332.63126	40.87768	39.7074	37.7142	36.82351	36.31314	35.16882	32.60606	30.7612	29.64054	27.85485	26.29133	25.38478	23.82493	22.63945
335.13151	40.88506	39.74358	37.78261	36.90626	36.41021	35.26947	32.73537	30.90842	29.77344	28.00203	26.43117	25.50994	23.93174	22.70588
337.63176	40.91	39.77618	37.84029	36.97467	36.48579	35.37371	32.86468	31.0449	29.90634	28.13086	26.54899	25.62776	24.03121	22.77966
340.13201	40.928	39.80885	37.90162	37.05391	36.56146	35.46369	32.97258	31.16712	30.03931	28.27812	26.69258	25.75299	24.13809	22.86819
342.63226	40.92835	39.83786	37.95212	37.12591	36.62987	35.54286	33.08756	31.29643	30.16863	28.40328	26.81039	25.88183	24.23389	22.94197
345.13251	40.93925	39.84897	37.99189	37.17643	36.69829	35.62919	33.1918	31.41858	30.29077	28.53209	26.93921	25.99963	24.34435	23.0194
347.63276	40.95358	39.87433	38.0459	37.23401	36.75588	35.69753	33.28521	31.52632	30.39494	28.64984	27.06062	26.1137	24.44374	23.09677
350.13201	40.9575	39.89624	38.07856	37.29175	36.82078	35.76959	33.38235	31.64137	30.51717	28.78241	27.18586	26.2316	24.53962	23.1853
352.63226	40.96839	39.92167	38.13623	37.34942	36.88919	35.84517	33.47942	31.75277	30.62499	28.89656	27.30001	26.34942	24.63909	23.25908
355.13251	40.88448	39.94002	38.17965	37.40359	36.94695	35.91725	33.56941	31.85708	30.74364	29.01446	27.4179	26.45997	24.74964	23.35128
357.63276	39.24787	39.22398	37.99732	37.3538	36.91507	35.95701	33.66648	31.95774	30.8443	29.13595	27.53939	26.57412	24.85645	23.43974
360.13301	37.75812	38.04944	37.40307	36.9673	36.62887	35.82484	33.71341	32.05482	30.95213	29.24643	27.65355	26.6846	24.95225	23.52453
362.63326	36.53693	36.96437	36.67979	36.43745	36.19215	35.55289	33.6922	32.11599	31.03839	29.35881	27.76028	26.80235	25.06265	23.62025
365.13351	35.52716	36.02625	35.96375	35.8611	35.69102	35.19863	33.603	32.15217	31.09607	29.45231	27.86709	26.90181	25.15845	23.70137
367.63276	34.66068	35.18842	35.30143	35.29909	35.18632	34.81213	33.4386	32.13104	31.13584	29.53507	27.97023	27.0123	25.25425	23.78983
370.13301	33.89807	34.46163	34.68927	34.76215	34.69236	34.41847	33.26344	32.09199	31.12902	29.59988	28.05132	27.11174	25.35003	23.87092
