Time	Thermocouple1	Thermocouple2	Thermocouple3	Thermocouple4	Thermocouple5	Thermocouple6	Thermocouple7	Thermocouple8	Thermocouple9	Thermocouple10	Thermocouple11	Thermocouple12	Thermocouple13	Thermocouple14
seconds	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius
510.71707	21.84736	22.28598	22.70297	23.01874	23.0915	23.25389	23.54527	23.66271	23.67004	23.56727	23.36174	23.20025	22.86259	22.43317
513.21732	21.81065	22.21992	22.60755	22.91231	22.98874	23.14746	23.44984	23.5783	23.60398	23.50855	23.33605	23.18557	22.85892	22.44051
515.71757	21.78135	22.15758	22.51952	22.82061	22.89337	23.04108	23.3508	23.49761	23.53064	23.47192	23.31043	23.1783	22.87	22.45893
518.21682	21.75559	22.11347	22.4387	22.74346	22.80521	22.94925	23.25898	23.42046	23.46083	23.41679	23.28099	23.15987	22.85891	22.46253
520.71707	21.74098	22.06216	22.37638	22.66279	22.72454	22.86858	23.17096	23.34713	23.39851	23.36915	23.25537	23.13793	22.86633	22.46995
523.21732	21.71896	22.02178	22.30298	22.59672	22.64746	22.78784	23.08288	23.26639	23.32511	23.32878	23.22601	23.12691	22.87	22.4883
525.71757	21.68593	21.98509	22.25527	22.53067	22.58508	22.72178	23.01682	23.20033	23.26638	23.28106	23.20031	23.10122	22.86265	22.50297
528.21782	21.6529	21.94105	22.20022	22.47928	22.53369	22.65571	22.95076	23.12325	23.21132	23.23334	23.16361	23.07552	22.85164	22.4993
530.71807	21.63455	21.89333	22.14149	22.41322	22.47864	22.60433	22.88836	23.05719	23.1526	23.17462	23.12691	23.0535	22.83696	22.51398
533.21832	21.61627	21.87139	22.10487	22.37292	22.42366	22.53834	22.82971	23.00221	23.09762	23.13433	23.10129	23.02789	22.84071	22.51039
535.71757	21.59791	21.84568	22.06815	22.32887	22.37594	22.49428	22.77465	22.95449	23.04256	23.08294	23.05725	22.99485	22.82602	22.50671
538.21782	21.5869	21.81632	22.03145	22.28482	22.33556	22.44657	22.72326	22.89576	22.98017	23.0499	23.02788	22.98017	22.81868	22.51772
540.71807	21.57956	21.79797	22.00209	22.24812	22.29886	22.39886	22.68289	22.84071	22.95081	23.00586	22.99852	22.95448	22.804	22.52139
543.21832	21.57222	21.78696	21.98007	22.21509	22.26583	22.36583	22.63518	22.80401	22.89575	22.96549	22.97283	22.92512	22.79666	22.5324
545.71857	21.5576	21.76133	21.94343	22.17845	22.23653	22.32552	22.5912	22.76003	22.85545	22.92519	22.9362	22.90684	22.78572	22.52513
548.21882	21.53917	21.75391	21.91766	22.14534	22.20709	22.29241	22.54708	22.72325	22.80399	22.88474	22.91043	22.8774	22.77096	22.52139
550.71907	21.53191	21.72463	21.89204	22.11973	22.17414	22.25945	22.52146	22.67928	22.7637	22.84077	22.87013	22.84444	22.74902	22.51779
553.21832	21.51715	21.7062	21.86261	22.08295	22.1447	22.219	22.47734	22.6425	22.73059	22.815	22.84803	22.83336	22.7416	22.51404
555.71857	21.50247	21.68051	21.83691	22.05359	22.11167	22.19698	22.43697	22.60213	22.70123	22.7783	22.81133	22.80399	22.73426	22.51772
558.21882	21.4988	21.6695	21.81856	22.02422	22.07864	22.16028	22.40027	22.56176	22.65718	22.74527	22.77463	22.76729	22.70857	22.51772
560.71907	21.48045	21.65482	21.7892	21.99486	22.05294	22.13092	22.36357	22.52138	22.62048	22.71224	22.75628	22.74894	22.69756	22.51038
563.21932	21.4693	21.63266	21.76337	21.96903	22.03445	22.09775	22.34141	22.49556	22.59464	22.68273	22.73411	22.73411	22.69007	22.51023
565.71957	21.46188	21.6179	21.74861	21.94693	22.00502	22.07565	22.29729	22.45878	22.55788	22.65698	22.69368	22.70469	22.67166	22.5065
568.21982	21.46188	21.61056	21.73393	21.92491	21.98299	22.04629	22.28261	22.43309	22.53219	22.63496	22.679	22.69001	22.65698	22.49916
570.71907	21.45454	21.59588	21.71558	21.90656	21.96097	22.03161	22.25325	22.40005	22.49916	22.58724	22.6423	22.66432	22.64597	22.49549
573.21932	21.44353	21.58854	21.7009	21.88454	21.94629	22.00959	22.22388	22.37069	22.47714	22.56522	22.62762	22.63863	22.62395	22.48815
575.71957	21.44346	21.57745	21.6788	21.8551	21.92052	21.98382	22.19445	22.33758	22.44403	22.53945	22.59084	22.61653	22.60919	22.48807
578.21982	21.43239	21.56271	21.66773	21.84403	21.90945	21.96541	22.1797	22.30816	22.42561	22.52103	22.57609	22.60178	22.60545	22.48066
580.72007	21.42871	21.56638	21.66039	21.82935	21.89477	21.94706	22.15401	22.28981	22.39625	22.49167	22.55406	22.59077	22.59077	22.47332
583.22032	21.42496	21.54795	21.64563	21.81091	21.88001	21.93596	22.12824	22.27137	22.37782	22.46958	22.53564	22.56133	22.57234	22.47325
585.72057	21.41762	21.5406	21.63094	21.79623	21.86533	21.91761	22.10989	22.24935	22.34846	22.44022	22.50261	22.53564	22.55399	22.4549
588.21982	21.4102	21.52585	21.61619	21.78148	21.83956	21.88817	22.08779	22.21991	22.32269	22.41445	22.48051	22.52088	22.53923	22.45115
590.72007	21.41014	21.52579	21.61246	21.76306	21.82849	21.88444	22.06571	22.2015	22.30427	22.38501	22.4731	22.49879	22.53549	22.44374
593.22032	21.4064	21.5147	21.60504	21.75932	21.82107	21.87336	22.05095	22.19042	22.28584	22.3776	22.43999	22.48036	22.51707	22.43265
595.72057	21.39164	21.51462	21.58661	21.73722	21.80631	21.86226	22.03986	22.16465	22.26375	22.3555	22.42891	22.46194	22.50231	22.43258
598.22082	21.3953	21.50361	21.57927	21.71887	21.78429	21.84024	22.0105	22.14262	22.2454	22.33348	22.40322	22.44726	22.48396	22.41423
600.72107	21.38422	21.48518	21.56818	21.70778	21.76219	21.82181	21.99574	22.11319	22.21595	22.30404	22.38112	22.42516	22.47287	22.40681
603.22132	21.37681	21.48145	21.56445	21.70038	21.76947	21.81808	21.98467	22.10578	22.20121	22.29296	22.3627	22.40674	22.45812	22.3994
605.72057	21.36948	21.47411	21.55344	21.68936	21.75846	21.79973	21.96631	22.08743	22.19754	22.28195	22.35169	22.39573	22.45078	22.39206
608.22082	21.3583	21.47028	21.5386	21.67086	21.74362	21.78856	21.95147	22.07626	22.17537	22.26712	22.32585	22.3809	22.43962	22.39191
610.72107	21.35839	21.45935	21.52767	21.65626	21.72902	21.77763	21.94055	22.06533	22.16076	22.24517	22.31491	22.36629	22.42135	22.3773
613.22132	21.34729	21.44826	21.50923	21.64516	21.71425	21.76287	21.92211	22.03956	22.14234	22.23042	22.29649	22.34787	22.41393	22.36989
615.72157	21.34355	21.44084	21.49815	21.62674	21.69583	21.73343	21.89635	22.01379	22.13125	22.21199	22.28907	22.34779	22.41019	22.36614
618.22182	21.33982	21.43711	21.49809	21.62668	21.68109	21.73704	21.89261	22.00639	22.1165	22.20825	22.27432	22.32203	22.39543	22.35873
620.72207	21.3324	21.42235	21.47599	21.60091	21.67734	21.7076	21.85951	21.98429	22.10174	22.18982	22.25222	22.31461	22.38068	22.35499
623.22132	21.33974	21.41868	21.47966	21.5899	21.66633	21.70026	21.86318	21.96594	22.07605	22.1678	22.23387	22.28525	22.35866	22.3293
625.72157	22.23161	21.72698	21.54573	21.6266	21.68468	21.71127	21.84849	21.95493	22.05769	22.14945	22.21919	22.27791	22.34765	22.32562
628.22182	23.07562	22.28105	21.82452	21.79896	21.83502	21.79188	21.85937	21.95479	22.05021	22.13095	22.19702	22.25941	22.32915	22.31447
630.72207	23.74728	22.81323	22.18421	22.05221	22.05156	21.94236	21.89607	21.95479	22.04287	22.11627	22.18601	22.25574	22.32915	22.30345
633.22232	24.30155	23.29777	22.52927	22.34222	22.31588	22.13694	21.9622	21.96587	22.05395	22.11634	22.17874	22.23379	22.31087	22.29619
635.72257	24.8079	23.76008	22.88515	22.6357	22.58734	22.36069	22.08318	22.0061	22.05747	22.10151	22.15657	22.21162	22.29971	22.28136
638.22282	25.23724	24.14538	23.20805	22.91823	22.85153	22.58083	22.21156	22.06475	22.09043	22.10144	22.15282	22.2042	22.28128	22.27027
640.72207	25.64097	24.51607	23.52369	23.20084	23.12679	22.81572	22.35103	22.12714	22.14181	22.12346	22.15649	22.20053	22.28495	22.2666
643.22232	26.02993	24.88668	23.83191	23.4797	23.39097	23.05054	22.50876	22.22615	22.20413	22.14541	22.15275	22.19679	22.27387	22.25918
645.72257	26.29778	25.20592	24.12912	23.73287	23.64414	23.27435	22.65917	22.32885	22.27746	22.17836	22.16735	22.20039	22.25911	22.25177
648.22282	26.20236	25.32704	24.34567	23.96042	23.87536	23.48355	22.82066	22.42794	22.35086	22.20772	22.17102	22.19672	22.25911	22.24443
650.72307	26.23898	25.40771	24.48506	24.1145	24.03678	23.66331	22.96372	22.54164	22.43153	22.2627	22.19297	22.20765	22.25536	22.23701
653.22332	26.29397	25.50307	24.60245	24.24289	24.17618	23.81006	23.1068	22.65169	22.53056	22.31402	22.21492	22.21492	22.24795	22.22593
655.72357	26.28296	25.55445	24.70888	24.36768	24.30831	23.94586	23.22792	22.75445	22.61864	22.35806	22.24428	22.2296	22.25162	22.22226
658.22282	26.30123	25.62411	24.80056	24.46303	24.41467	24.05222	23.34896	22.85714	22.70298	22.42038	22.26622	22.2442	22.24787	22.21484
660.72307	26.34528	25.67549	24.88131	24.55478	24.50276	24.15499	23.45172	22.95624	22.78373	22.4791	22.31394	22.2699	22.26256	22.21484
663.22332	26.34887	25.72313	24.95096	24.62444	24.5871	24.24666	23.55074	23.04792	22.86074	22.53041	22.33956	22.28818	22.25881	22.2111
665.72357	26.36722	25.74882	25.00969	24.69785	24.64949	24.33108	23.62415	23.13234	22.9378	22.60014	22.37993	22.3212	22.26982	22.20376
668.22382	26.37816	25.78545	25.061	24.76017	24.72282	24.39707	23.71216	23.20566	23.0148	22.65512	22.41288	22.35049	22.27708	22.19267
670.72407	26.39651	25.81848	25.11972	24.81889	24.78888	24.47415	23.78189	23.29008	23.08821	22.7065	22.44958	22.37618	22.28809	22.19634
673.22432	26.40744	25.84409	25.16001	24.87019	24.83652	24.54013	23.85522	23.34873	23.16154	22.76515	22.49723	22.4018	22.31372	22.20728
675.72357	26.4258	25.87346	25.20773	24.91424	24.89158	24.59519	23.91762	23.4258	23.2276	22.83121	22.53392	22.44951	22.32472	22.20727
678.22382	26.4404	25.90641	25.25169	24.97288	24.94288	24.65016	23.98727	23.48812	23.28258	22.88252	22.57789	22.47513	22.343	22.2072
680.72407	26.44407	25.92476	25.28472	25.01326	24.98692	24.70521	24.03865	23.55051	23.34497	22.93024	22.61827	22.50816	22.35401	22.21087
683.22432	26.44774	25.94679	25.31409	25.04629	25.01629	24.74559	24.09005	23.60557	23.39268	22.97794	22.64762	22.53752	22.37236	22.21454
685.72457	26.45133	25.96139	25.34704	25.08659	25.05658	24.78588	24.13767	23.65687	23.44032	23.01824	22.68792	22.56681	22.39064	22.21446
688.22482	26.4586	25.97966	25.38	25.11954	25.09688	24.82618	24.18898	23.70451	23.49163	23.06955	22.73189	22.59976	22.40891	22.2254
690.72507	26.47328	25.99802	25.41303	25.15624	25.13358	24.86655	24.24037	23.75589	23.54301	23.11726	22.76859	22.63646	22.42726	22.2254
693.22432	26.48062	26.01637	25.43138	25.18561	25.15927	24.90325	24.27707	23.79627	23.58705	23.16498	22.80529	22.65848	22.44928	22.23641
